Matrícula;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente;Total Diário
1046;04/07/2019;08:41:11;12:07:20;13:55:38;17:43:58;07:14:29
1047;04/07/2019;08:11:17;12:57:05;13:16:30;17:49:02;09:18:20
1048;04/07/2019;08:11:00;12:48:57;13:45:40;17:21:33;08:13:50
1049;04/07/2019;08:40:45;12:36:53;13:46:55;17:23:29;07:32:42
1050;04/07/2019;08:53:32;12:19:41;13:07:50;17:09:42;07:28:01
1051;04/07/2019;08:18:20;12:20:25;13:38:52;17:17:28;07:40:41
1052;04/07/2019;08:03:43;12:37:40;13:45:02;17:32:26;08:21:21
1053;04/07/2019;08:55:40;12:24:51;13:34:48;17:31:55;07:26:18
1054;04/07/2019;08:01:16;12:33:58;13:06:30;17:55:19;09:21:31
1055;04/07/2019;08:40:21;12:31:07;13:10:22;17:20:25;08:00:49
1056;04/07/2019;08:21:43;12:44:49;13:15:06;17:17:41;08:25:41
1057;04/07/2019;08:43:33;12:18:30;13:10:30;17:23:26;07:47:53
1058;04/07/2019;08:57:33;12:53:54;13:58:15;17:03:42;07:01:48
1059;04/07/2019;08:26:49;12:13:05;13:51:47;17:15:58;07:10:27
1060;04/07/2019;08:38:16;12:45:23;13:19:52;17:38:34;08:25:49
1061;04/07/2019;08:00:00;12:05:42;13:56:04;17:34:18;07:43:56
1062;04/07/2019;08:29:14;12:31:45;13:33:37;17:35:54;08:04:48
1063;04/07/2019;08:08:12;12:06:49;13:57:25;17:12:20;07:13:32
1064;04/07/2019;08:59:19;12:10:01;13:03:34;17:13:37;07:20:45
1065;04/07/2019;08:45:08;12:29:34;13:06:53;17:02:58;07:40:31
1066;04/07/2019;08:38:15;12:57:11;13:57:11;17:00:55;07:22:40
1067;04/07/2019;08:56:29;12:43:10;13:01:43;17:00:03;07:45:01
1068;04/07/2019;08:26:16;12:07:47;13:43:59;17:51:04;07:48:36
1069;04/07/2019;08:15:59;12:37:31;13:03:22;17:37:32;08:55:42
1070;04/07/2019;08:46:40;12:43:11;13:55:35;17:06:43;07:07:39
1071;04/07/2019;08:52:51;12:03:21;13:03:10;17:55:44;08:03:04
1072;04/07/2019;08:56:10;12:34:08;13:09:07;17:48:27;08:17:18
1073;04/07/2019;08:22:20;12:04:22;13:27:50;17:53:42;08:07:54
1074;04/07/2019;08:10:50;12:34:16;13:50:54;17:37:32;08:10:04
1075;04/07/2019;08:56:02;12:02:54;13:01:22;17:39:39;07:45:09
1076;04/07/2019;08:48:53;12:39:15;13:27:51;17:54:35;08:17:06
1077;04/07/2019;08:51:59;12:15:54;13:38:59;17:46:39;07:31:35
1078;04/07/2019;08:01:15;12:14:34;13:57:41;17:23:05;07:38:43
1079;04/07/2019;08:37:12;12:13:17;13:36:00;17:26:11;07:26:16
1080;04/07/2019;08:29:19;12:20:02;13:09:37;17:51:39;08:32:45
1081;04/07/2019;08:26:59;12:46:25;13:52:38;17:45:58;08:12:46
1082;04/07/2019;08:13:41;12:00:22;13:15:21;17:15:35;07:46:55
1083;04/07/2019;08:43:32;12:44:47;13:54:01;17:04:04;07:11:18
1084;04/07/2019;08:26:08;12:21:22;13:13:24;17:00:26;07:42:16
1085;04/07/2019;08:43:20;12:43:32;13:11:53;17:49:10;08:37:29
1086;04/07/2019;08:55:21;12:38:41;13:47:42;17:03:39;06:59:17
1087;04/07/2019;08:23:04;12:01:59;13:27:31;17:21:15;07:32:39
1088;04/07/2019;08:48:01;12:49:14;13:05:27;17:16:33;08:12:19
1089;04/07/2019;08:27:34;12:19:06;13:45:25;17:39:37;07:45:44
1090;04/07/2019;08:02:50;12:00:32;13:29:00;17:00:03;07:28:45
1091;04/07/2019;08:21:40;12:50:26;13:15:10;17:04:51;08:18:27
1092;04/07/2019;08:42:38;12:39:23;13:36:03;17:23:14;07:43:56
1093;04/07/2019;08:01:42;12:44:20;13:29:39;17:27:32;08:40:31
1094;04/07/2019;08:55:57;12:16:02;13:17:16;17:03:32;07:06:21
1095;04/07/2019;08:31:59;12:47:03;13:05:40;17:33:42;08:43:06
1096;04/07/2019;08:36:47;12:55:15;13:42:19;17:28:09;08:04:18
1097;04/07/2019;08:56:58;12:19:33;13:29:52;17:38:29;07:31:12
1098;04/07/2019;08:28:08;12:45:09;13:52:47;17:26:07;07:50:21
1099;04/07/2019;08:38:17;12:44:04;13:47:45;17:06:45;07:24:47
1000;05/07/2019;08:45:42;12:06:09;13:59:20;17:56:08;07:17:15
1001;05/07/2019;08:46:00;12:19:15;13:14:26;17:51:00;08:09:49
1002;05/07/2019;08:20:03;12:30:48;13:27:41;17:31:41;08:14:45
1003;05/07/2019;08:06:32;12:03:10;13:02:32;17:37:59;08:32:05
1004;05/07/2019;08:33:02;12:50:03;13:45:54;17:39:34;08:10:41
1005;05/07/2019;08:41:00;12:46:20;13:08:05;17:24:43;08:21:58
1006;05/07/2019;08:00:30;12:26:00;13:27:25;17:52:06;08:50:11
1007;05/07/2019;08:09:57;12:50:44;13:36:12;17:19:10;08:23:45
1008;05/07/2019;08:27:49;12:05:31;13:29:13;17:08:29;07:16:58
1009;05/07/2019;08:15:27;12:28:16;13:41:11;17:24:16;07:55:54
1010;05/07/2019;08:11:30;12:24:22;13:03:24;17:22:06;08:31:34
1011;05/07/2019;08:51:47;12:51:14;13:52:24;17:52:33;07:59:36
1012;05/07/2019;08:18:12;12:47:55;13:13:20;17:40:11;08:56:34
1013;05/07/2019;08:22:51;12:34:42;13:15:30;17:19:12;08:15:33
1014;05/07/2019;08:16:54;12:32:37;13:15:21;17:05:15;08:05:37
1015;05/07/2019;08:59:42;12:03:13;13:28:58;17:56:59;07:31:32
1016;05/07/2019;08:29:25;12:42:31;13:47:26;17:05:53;07:31:33
1017;05/07/2019;08:06:42;12:48:30;13:05:11;17:10:10;08:46:47
1018;05/07/2019;08:32:13;12:38:36;13:38:10;17:59:58;08:28:11
1019;05/07/2019;08:35:06;12:04:20;13:29:24;17:57:49;07:57:39
1020;05/07/2019;08:22:30;12:01:55;13:51:42;17:24:18;07:12:01
1021;05/07/2019;08:59:18;12:16:51;13:16:06;17:46:48;07:48:15
1022;05/07/2019;08:50:07;12:14:22;13:55:38;17:00:16;06:28:53
1023;05/07/2019;08:04:58;12:42:06;13:02:15;17:05:11;08:40:04
1024;05/07/2019;08:40:34;12:02:26;13:10:57;17:18:14;07:29:09
1025;05/07/2019;08:13:35;12:30:43;13:49:21;17:50:46;08:18:33
1026;05/07/2019;08:37:16;12:20:17;13:51:10;17:15:50;07:07:41
1027;05/07/2019;08:44:41;12:35:14;13:16:29;17:13:27;07:47:31
1028;05/07/2019;08:42:51;12:00:14;13:12:57;17:28:18;07:32:44
1029;05/07/2019;08:21:59;12:45:28;13:35:00;17:37:16;08:25:45
1030;05/07/2019;08:32:27;12:13:25;13:30:03;17:36:52;07:47:47
1031;05/07/2019;08:42:03;12:22:28;13:18:48;17:20:11;07:41:48
1032;05/07/2019;08:21:35;12:18:27;13:50:55;17:13:44;07:19:41
1033;05/07/2019;08:53:58;12:19:14;13:25:17;17:53:17;07:53:16
1034;05/07/2019;08:42:34;12:35:55;13:35:08;17:22:42;07:40:55
1035;05/07/2019;08:46:19;12:07:53;13:37:16;17:33:18;07:17:36
1036;05/07/2019;08:09:37;12:30:44;13:37:19;17:05:31;07:49:19
1037;05/07/2019;08:55:52;12:45:23;13:08:49;17:37:14;08:17:56
1038;05/07/2019;08:37:56;12:50:11;13:32:47;17:35:59;08:15:27
1039;05/07/2019;08:43:18;12:45:54;13:20:51;17:33:41;08:15:26
1040;05/07/2019;08:14:29;12:40:11;13:32:37;17:39:01;08:32:06
1041;05/07/2019;08:19:16;12:29:38;13:46:54;17:10:09;07:33:37
1042;05/07/2019;08:09:02;12:14:22;13:51:06;17:00:22;07:14:36
1043;05/07/2019;08:01:50;12:18:56;13:23:40;17:40:55;08:34:21
1044;05/07/2019;08:33:58;12:06:13;13:34:22;17:25:20;07:23:13
1045;05/07/2019;08:31:57;12:31:27;13:10:51;17:40:42;08:29:21
1046;05/07/2019;08:44:10;12:02:01;13:41:52;17:09:30;06:45:29
1047;05/07/2019;08:15:45;12:53:58;13:34:13;17:02:03;08:06:03
1048;05/07/2019;08:52:59;12:07:11;13:18:07;17:06:08;07:02:13
1049;05/07/2019;08:05:13;12:05:03;13:24:00;17:18:57;07:54:47
1050;05/07/2019;08:38:31;12:16:06;13:07:12;17:37:27;08:07:50
1051;05/07/2019;08:15:45;12:02:25;13:32:49;17:13:02;07:26:53
1052;05/07/2019;08:20:09;12:30:48;13:09:09;17:58:29;08:59:59
1053;05/07/2019;08:03:18;12:19:12;13:11:31;17:10:22;08:14:45
1054;05/07/2019;08:11:22;12:13:15;13:02:29;17:40:28;08:39:52
1055;05/07/2019;08:08:13;12:19:29;13:42:42;17:12:35;07:41:09
1056;05/07/2019;08:20:40;12:05:50;13:47:29;17:51:55;07:49:36
1057;05/07/2019;08:59:11;12:55:54;13:35:01;17:51:51;08:13:33
1058;05/07/2019;08:55:33;12:04:00;13:06:54;17:29:38;07:31:11
1059;05/07/2019;08:39:36;12:34:22;13:12:57;17:49:27;08:31:16
1060;05/07/2019;08:16:19;12:08:56;13:00:53;17:42:29;08:34:13
1061;05/07/2019;08:12:26;12:03:12;13:50:26;17:31:39;07:31:59
1062;05/07/2019;08:47:27;12:52:12;13:23:57;17:39:44;08:20:32
1063;05/07/2019;08:26:10;12:38:32;13:20:01;17:24:49;08:17:10
1064;05/07/2019;08:20:59;12:04:22;13:23:15;17:22:49;07:42:57
1065;05/07/2019;08:39:01;12:56:02;13:26:51;17:25:02;08:15:12
1066;05/07/2019;08:37:30;12:17:11;13:11:20;17:31:46;08:00:07
1067;05/07/2019;08:31:32;12:25:41;13:19:42;17:21:21;07:55:48
1068;05/07/2019;08:11:14;12:33:53;13:21:20;17:42:36;08:43:55
1069;05/07/2019;08:31:16;12:53:46;13:32:47;17:29:01;08:18:44
1070;05/07/2019;08:11:32;12:46:16;13:41:57;17:47:21;08:40:08
1071;05/07/2019;08:05:21;12:27:25;13:52:01;17:19:59;07:50:02
1072;05/07/2019;08:15:46;12:43:08;13:41:38;17:18:09;08:03:53
1073;05/07/2019;08:59:55;12:08:20;13:42:37;17:12:41;06:38:29
1074;05/07/2019;08:47:05;12:05:14;13:13:51;17:43:58;07:48:16
1075;05/07/2019;08:59:15;12:04:59;13:59:15;17:35:46;06:42:15
1076;05/07/2019;08:04:09;12:56:41;13:42:24;17:43:19;08:53:27
1077;05/07/2019;08:42:44;12:55:20;13:59:25;17:15:35;07:28:46
1078;05/07/2019;08:01:28;12:19:06;13:55:18;17:49:02;08:11:22
1079;05/07/2019;08:03:05;12:41:24;13:21:32;17:20:41;08:37:28
1080;05/07/2019;08:02:02;12:19:59;13:25:34;17:17:58;08:10:21
1081;05/07/2019;08:01:28;12:27:31;13:26:14;17:01:25;08:01:14
1082;05/07/2019;08:48:49;12:53:32;13:16:02;17:02:19;07:51:00
1083;05/07/2019;08:35:43;12:59:17;13:44:22;17:23:31;08:02:43
1084;05/07/2019;08:02:30;12:17:52;13:04:30;17:35:20;08:46:12
1085;05/07/2019;08:59:47;12:58:58;13:02:04;17:43:25;08:40:32
1086;05/07/2019;08:57:30;12:37:21;13:01:37;17:52:20;08:30:34
1087;05/07/2019;08:31:12;12:05:21;13:23:00;17:00:14;07:11:23
1088;05/07/2019;08:29:28;12:45:22;13:35:37;17:28:01;08:08:18
1089;05/07/2019;08:49:56;12:51:15;13:12:42;17:40:24;08:29:01
1090;05/07/2019;08:40:06;12:01:33;13:13:55;17:16:09;07:23:41
1091;05/07/2019;08:47:27;12:08:39;13:28:16;17:44:21;07:37:17
1092;05/07/2019;08:28:46;12:54:38;13:33:33;17:03:36;07:55:55
1093;05/07/2019;08:09:30;12:23:52;13:43:51;17:18:59;07:49:30
1094;05/07/2019;08:52:12;12:15:17;13:46:29;17:34:58;07:11:34
1095;05/07/2019;08:01:27;12:39:38;13:09:33;17:09:57;08:38:35
1096;05/07/2019;08:09:46;12:48:37;13:47:05;17:57:54;08:49:40
1097;05/07/2019;08:53:55;12:32:28;13:50:00;17:02:39;06:51:12
1098;05/07/2019;08:50:10;12:40:43;13:08:49;17:02:18;07:44:02
1099;05/07/2019;08:14:13;12:44:41;13:46:30;17:58:06;08:42:04
1000;08/07/2019;08:14:51;12:28:45;13:06:09;17:04:55;08:12:40
1001;08/07/2019;08:12:43;12:55:56;13:12:52;17:39:39;09:10:00
1002;08/07/2019;08:10:38;12:00:59;13:08:40;17:43:27;08:25:08
1003;08/07/2019;08:05:51;12:30:34;13:48:12;17:20:18;07:56:49
1004;08/07/2019;08:19:42;12:50:30;13:27:45;17:38:03;08:41:06
1005;08/07/2019;08:42:55;12:57:32;13:36:06;17:00:13;07:38:44
1006;08/07/2019;08:00:21;12:29:13;13:20:38;17:03:04;08:11:18
1007;08/07/2019;08:07:10;12:26:12;13:46:02;17:01:10;07:34:10
1008;08/07/2019;08:52:33;12:04:31;13:38:23;17:15:05;06:48:40
1009;08/07/2019;08:59:57;12:16:16;13:59:36;17:09:05;06:25:48
1010;08/07/2019;08:11:45;12:40:57;13:03:41;17:32:16;08:57:47
1011;08/07/2019;08:40:32;12:31:12;13:01:12;17:46:29;08:35:57
1012;08/07/2019;08:53:44;12:01:03;13:18:49;17:31:59;07:20:29
1013;08/07/2019;08:34:28;12:57:27;13:11:40;17:42:53;08:54:12
1014;08/07/2019;08:15:31;12:18:09;13:10:04;17:17:36;08:10:10
1015;08/07/2019;08:17:26;12:20:35;13:07:56;17:33:42;08:28:55
1016;08/07/2019;08:44:31;12:18:06;13:56:29;17:42:35;07:19:41
1017;08/07/2019;08:44:48;12:10:49;13:48:40;17:20:17;06:57:38
1018;08/07/2019;08:03:52;12:21:57;13:02:38;17:42:59;08:58:26
1019;08/07/2019;08:38:13;12:36:20;13:27:33;17:38:24;08:08:58
1020;08/07/2019;08:06:41;12:18:13;13:11:49;17:00:53;08:00:36
1021;08/07/2019;08:57:53;12:32:49;13:41:44;17:16:42;07:09:54
1022;08/07/2019;08:16:02;12:37:31;13:47:48;17:45:41;08:19:22
1023;08/07/2019;08:58:33;12:53:02;13:32:42;17:08:29;07:30:16
1024;08/07/2019;08:29:15;12:04:25;13:41:23;17:46:48;07:40:35
1025;08/07/2019;08:07:40;12:28:24;13:44:44;17:26:54;08:02:54
1026;08/07/2019;08:27:39;12:04:18;13:27:37;17:10:48;07:19:50
1027;08/07/2019;08:31:16;12:43:34;13:46:41;17:50:20;08:15:57
1028;08/07/2019;08:43:06;12:39:16;13:42:07;17:23:39;07:37:42
1029;08/07/2019;08:15:54;12:03:48;13:56:57;17:40:48;07:31:45
1030;08/07/2019;08:22:45;12:36:55;13:08:24;17:05:23;08:11:09
1031;08/07/2019;08:01:09;12:28:09;13:46:55;17:43:41;08:23:46
1032;08/07/2019;08:20:53;12:32:09;13:28:53;17:09:02;07:51:25
1033;08/07/2019;08:18:11;12:55:52;13:15:36;17:46:09;09:08:14
1034;08/07/2019;08:42:34;12:44:48;13:34:50;17:47:37;08:15:01
1035;08/07/2019;08:26:09;12:27:06;13:04:38;17:55:31;08:51:50
1036;08/07/2019;08:25:21;12:31:33;13:58:10;17:04:41;07:12:43
1037;08/07/2019;08:09:34;12:48:45;13:09:59;17:44:00;09:13:12
1038;08/07/2019;08:13:31;12:53:20;13:20:13;17:44:22;09:03:58
1039;08/07/2019;08:05:21;12:47:52;13:59:24;17:46:51;08:29:58
1040;08/07/2019;08:53:21;12:40:40;13:20:46;17:22:07;07:48:40
1041;08/07/2019;08:55:43;12:46:27;13:01:42;17:24:27;08:13:29
1042;08/07/2019;08:14:28;12:51:23;13:00:38;17:10:18;08:46:35
1043;08/07/2019;08:01:18;12:24:54;13:38:13;17:49:17;08:34:40
1044;08/07/2019;08:42:49;12:46:53;13:58:08;17:19:04;07:25:00
1045;08/07/2019;08:36:44;12:34:50;13:29:02;17:27:06;07:56:10
1046;08/07/2019;08:54:39;12:33:54;13:30:04;17:13:12;07:22:23
1047;08/07/2019;08:46:30;12:30:37;13:18:57;17:32:39;07:57:49
1048;08/07/2019;08:47:47;12:43:20;13:00:01;17:43:21;08:38:53
1049;08/07/2019;08:00:06;12:55:23;13:35:23;17:28:57;08:48:51
1050;08/07/2019;08:35:34;12:24:31;13:43:39;17:04:20;07:09:38
1051;08/07/2019;08:46:39;12:13:13;13:22:48;17:30:27;07:34:13
1052;08/07/2019;08:05:40;12:49:50;13:18:37;17:14:06;08:39:39
1053;08/07/2019;08:49:56;12:25:57;13:56:10;17:17:10;06:57:01
1054;08/07/2019;08:17:13;12:06:18;13:41:01;17:11:11;07:19:15
1055;08/07/2019;08:54:35;12:06:07;13:38:36;17:16:04;06:49:00
1056;08/07/2019;08:37:56;12:35:08;13:29:48;17:22:12;07:49:36
1057;08/07/2019;08:13:30;12:42:29;13:59:49;17:49:39;08:18:49
1058;08/07/2019;08:51:54;12:33:11;13:50:01;17:44:56;07:36:12
1059;08/07/2019;08:20:09;12:58:06;13:24:55;17:15:38;08:28:40
1060;08/07/2019;08:44:51;12:31:48;13:45:44;17:00:15;07:01:28
1061;08/07/2019;08:24:25;12:04:58;13:19:00;17:22:36;07:44:09
1062;08/07/2019;08:10:00;12:19:19;13:55:07;17:14:23;07:28:35
1063;08/07/2019;08:01:25;12:20:13;13:14:28;17:54:11;08:58:31
1064;08/07/2019;08:22:51;12:03:18;13:58:46;17:05:51;06:47:32
1065;08/07/2019;08:26:51;12:34:17;13:09:59;17:01:11;07:58:38
1066;08/07/2019;08:44:04;12:41:56;13:42:56;17:08:41;07:23:37
1067;08/07/2019;08:21:20;12:22:26;13:37:53;17:52:30;08:15:43
1068;08/07/2019;08:58:21;12:36:12;13:56:17;17:19:11;07:00:45
1069;08/07/2019;08:24:57;12:00:47;13:57:31;17:56:38;07:34:57
1070;08/07/2019;08:03:32;12:37:20;13:45:44;17:33:56;08:22:00
1071;08/07/2019;08:50:18;12:28:04;13:45:45;17:31:24;07:23:25
1072;08/07/2019;08:24:48;12:28:01;13:48:33;17:53:42;08:08:22
1073;08/07/2019;08:14:14;12:53:50;13:24:03;17:42:38;08:58:11
1074;08/07/2019;08:23:30;12:39:18;13:48:54;17:33:47;08:00:41
1075;08/07/2019;08:36:38;12:32:07;13:15:54;17:44:15;08:23:50
1076;08/07/2019;08:58:47;12:59:26;13:09:18;17:28:48;08:20:09
1077;08/07/2019;08:23:30;12:43:56;13:05:09;17:24:58;08:40:15
1078;08/07/2019;08:57:01;12:16:12;13:53:47;17:09:03;06:34:27
1079;08/07/2019;08:13:39;12:47:02;13:52:09;17:45:13;08:26:27
1080;08/07/2019;08:03:12;12:44:14;13:50:02;17:19:58;08:10:58
1081;08/07/2019;08:21:27;12:09:59;13:56:34;17:34:21;07:26:19
1082;08/07/2019;08:51:40;12:55:01;13:17:07;17:49:42;08:35:56
1083;08/07/2019;08:39:03;12:14:02;13:23:45;17:28:24;07:39:38
1084;08/07/2019;08:08:06;12:46:25;13:39:12;17:36:18;08:35:25
1085;08/07/2019;08:21:56;12:55:48;13:22:51;17:24:02;08:35:03
1086;08/07/2019;08:41:36;12:51:05;13:38:39;17:22:16;07:53:06
1087;08/07/2019;08:48:57;12:03:01;13:13:50;17:47:39;07:47:53
1088;08/07/2019;08:50:47;12:37:23;13:09:25;17:01:36;07:38:47
1089;08/07/2019;08:11:18;12:36:53;13:57:42;17:19:35;07:47:28
1090;08/07/2019;08:33:36;12:10:36;13:06:23;17:10:24;07:41:01
1091;08/07/2019;08:37:25;12:23:03;13:52:34;17:25:56;07:19:00
1092;08/07/2019;08:41:54;12:52:33;13:36:56;17:42:38;08:16:21
1093;08/07/2019;08:15:48;12:15:55;13:47:39;17:26:35;07:39:03
1094;08/07/2019;08:04:16;12:08:12;13:49:57;17:45:01;07:59:00
1095;08/07/2019;08:03:09;12:11:53;13:12:14;17:05:32;08:02:02
1096;08/07/2019;08:05:10;12:17:37;13:44:34;17:21:09;07:49:02
1097;08/07/2019;08:59:38;12:24:47;13:23:36;17:51:23;07:52:56
1098;08/07/2019;08:19:09;12:11:41;13:01:57;17:09:49;08:00:24
1099;08/07/2019;08:55:21;12:46:27;13:02:52;17:30:49;08:19:03
1000;09/07/2019;08:47:58;12:11:40;13:54:17;17:13:13;06:42:38
1001;09/07/2019;08:39:14;12:29:10;13:18:09;17:32:25;08:04:12
1002;09/07/2019;08:48:47;12:46:25;13:09:09;17:30:59;08:19:28
1003;09/07/2019;08:38:05;12:19:28;13:51:52;17:01:56;06:51:27
1004;09/07/2019;08:47:41;12:34:54;13:17:17;17:12:09;07:42:05
1005;09/07/2019;08:49:12;12:08:40;13:24:07;17:15:22;07:10:43
1006;09/07/2019;08:55:07;12:09:32;13:18:14;17:21:56;07:18:07
1007;09/07/2019;08:20:45;12:28:10;13:18:23;17:41:59;08:31:01
1008;09/07/2019;08:02:34;12:20:04;13:04:11;17:24:56;08:38:15
1009;09/07/2019;08:55:19;12:11:19;13:33:01;17:24:37;07:07:36
1010;09/07/2019;08:44:49;12:16:52;13:38:01;17:57:39;07:51:41
1011;09/07/2019;08:04:36;12:28:35;13:41:26;17:20:16;08:02:49
1012;09/07/2019;08:27:41;12:19:21;13:03:30;17:20:33;08:08:43
1013;09/07/2019;08:36:30;12:29:09;13:49:30;17:23:32;07:26:41
1014;09/07/2019;08:26:29;12:38:58;13:06:00;17:19:08;08:25:37
1015;09/07/2019;08:30:26;12:21:06;13:53:06;17:01:58;06:59:32
1016;09/07/2019;08:25:42;12:58:45;13:09:05;17:14:05;08:38:03
1017;09/07/2019;08:23:55;12:48:23;13:16:41;17:44:29;08:52:16
1018;09/07/2019;08:09:38;12:20:41;13:21:18;17:37:47;08:27:32
1019;09/07/2019;08:24:42;12:29:10;13:12:50;17:18:35;08:10:13
1020;09/07/2019;08:50:41;12:18:38;13:38:19;17:47:57;07:37:35
1021;09/07/2019;08:04:52;12:56:19;13:22:12;17:16:16;08:45:31
1022;09/07/2019;08:48:02;12:36:17;13:51:43;17:47:12;07:43:44
1023;09/07/2019;08:52:04;12:20:42;13:10:35;17:42:01;08:00:04
1024;09/07/2019;08:58:02;12:09:21;13:07:24;17:14:52;07:18:47
1025;09/07/2019;08:33:43;12:04:19;13:30:03;17:00:50;07:01:23
1026;09/07/2019;08:12:34;12:35:57;13:43:13;17:41:07;08:21:17
1027;09/07/2019;08:27:32;12:47:26;13:53:00;17:41:01;08:07:55
1028;09/07/2019;08:41:32;12:02:08;13:53:07;17:47:57;07:15:26
1029;09/07/2019;08:26:12;12:07:52;13:34:12;17:16:57;07:24:25
1030;09/07/2019;08:09:30;12:21:36;13:29:06;17:27:59;08:10:59
1031;09/07/2019;08:59:57;12:36:04;13:31:28;17:17:31;07:22:10
1032;09/07/2019;08:35:48;12:52:10;13:11:00;17:35:15;08:40:37
1033;09/07/2019;08:18:40;12:56:52;13:39:48;17:33:46;08:32:10
1034;09/07/2019;08:41:43;12:23:37;13:52:03;17:52:12;07:42:03
1035;09/07/2019;08:41:49;12:48:25;13:24:43;17:15:54;07:57:47
1036;09/07/2019;08:23:19;12:56:59;13:35:46;17:36:26;08:34:20
1037;09/07/2019;08:21:58;12:33:32;13:55:44;17:17:37;07:33:27
1038;09/07/2019;08:10:17;12:56:50;13:39:54;17:22:53;08:29:32
1039;09/07/2019;08:47:43;12:32:12;13:48:31;17:50:51;07:46:49
1040;09/07/2019;08:01:52;12:28:05;13:10:15;17:46:47;09:02:45
1041;09/07/2019;08:38:21;12:06:03;13:58:04;17:56:08;07:25:46
1042;09/07/2019;08:40:46;12:39:18;13:26:13;17:23:24;07:55:43
1043;09/07/2019;08:51:43;12:00:36;13:38:32;17:42:14;07:12:35
1044;09/07/2019;08:03:55;12:36:15;13:36:21;17:01:56;07:57:55
1045;09/07/2019;08:57:46;12:22:20;13:14:59;17:24:28;07:34:03
1046;09/07/2019;08:14:44;12:15:42;13:13:06;17:58:08;08:46:00
1047;09/07/2019;08:53:18;12:06:49;13:10:38;17:10:22;07:13:15
1048;09/07/2019;08:10:11;12:41:47;13:18:37;17:51:02;09:04:01
1049;09/07/2019;08:20:45;12:06:13;13:37:35;17:27:29;07:35:22
1050;09/07/2019;08:28:28;12:38:09;13:48:45;17:08:09;07:29:05
1051;09/07/2019;08:38:28;12:45:18;13:21:32;17:12:43;07:58:01
1052;09/07/2019;08:59:11;12:22:00;13:45:54;17:35:38;07:12:33
1053;09/07/2019;08:11:31;12:08:55;13:29:40;17:15:17;07:43:01
1054;09/07/2019;08:09:40;12:21:45;13:47:31;17:33:00;07:57:34
1055;09/07/2019;08:07:23;12:05:17;13:15:34;17:39:53;08:22:13
1056;09/07/2019;08:55:56;12:43:58;13:10:23;17:04:21;07:42:00
1057;09/07/2019;08:43:15;12:51:11;13:20:42;17:48:00;08:35:14
1058;09/07/2019;08:51:41;12:46:20;13:56:41;17:22:29;07:20:27
1059;09/07/2019;08:00:17;12:50:37;13:06:10;17:36:06;09:20:16
1060;09/07/2019;08:44:41;12:47:39;13:35:12;17:41:09;08:08:55
1061;09/07/2019;08:34:04;12:49:12;13:58:38;17:28:10;07:44:40
1062;09/07/2019;08:49:50;12:21:22;13:42:07;17:44:48;07:34:13
1063;09/07/2019;08:45:33;12:18:19;13:19:14;17:09:04;07:22:36
1064;09/07/2019;08:34:47;12:27:09;13:17:52;17:23:43;07:58:13
1065;09/07/2019;08:47:48;12:11:05;13:17:50;17:11:05;07:16:32
1066;09/07/2019;08:32:12;12:35:41;13:48:43;17:53:14;08:08:00
1067;09/07/2019;08:56:19;12:37:27;13:32:28;17:02:55;07:11:35
1068;09/07/2019;08:38:41;12:56:00;13:26:59;17:49:43;08:40:03
1069;09/07/2019;08:58:40;12:08:28;13:13:28;17:05:24;07:01:44
1070;09/07/2019;08:14:54;12:29:47;13:26:21;17:32:07;08:20:39
1071;09/07/2019;08:03:39;12:02:38;13:46:00;17:20:03;07:33:02
1072;09/07/2019;08:23:40;12:11:31;13:36:19;17:01:42;07:13:14
1073;09/07/2019;08:07:44;12:00:03;13:01:37;17:23:24;08:14:06
1074;09/07/2019;08:57:46;12:36:13;13:18:34;17:16:54;07:36:47
1075;09/07/2019;08:47:25;12:59:51;13:53:57;17:19:08;07:37:37
1076;09/07/2019;08:54:02;12:30:00;13:15:09;17:23:15;07:44:04
1077;09/07/2019;08:19:27;12:24:36;13:03:13;17:16:20;08:18:16
1078;09/07/2019;08:46:54;12:59:41;13:05:01;17:43:31;08:51:17
1079;09/07/2019;08:14:48;12:19:33;13:23:38;17:01:06;07:42:13
1080;09/07/2019;08:01:04;12:18:19;13:35:58;17:47:42;08:28:59
1081;09/07/2019;08:14:11;12:27:24;13:34:03;17:55:47;08:34:57
1082;09/07/2019;08:51:47;12:40:30;13:24:17;17:05:20;07:29:46
1083;09/07/2019;08:01:10;12:07:22;13:06:36;17:52:21;08:51:57
1084;09/07/2019;08:52:58;12:06:49;13:53:59;17:20:48;06:40:40
1085;09/07/2019;08:57:13;12:20:03;13:02:12;17:16:17;07:36:55
1086;09/07/2019;08:20:46;12:06:16;13:17:48;17:52:14;08:19:56
1087;09/07/2019;08:27:57;12:28:08;13:16:50;17:00:34;07:43:55
1088;09/07/2019;08:12:18;12:14:29;13:43:26;17:00:18;07:19:03
1089;09/07/2019;08:26:15;12:56:18;13:40:55;17:55:43;08:44:51
1090;09/07/2019;08:04:55;12:42:47;13:57:54;17:50:55;08:30:53
1091;09/07/2019;08:09:56;12:04:49;13:19:11;17:51:09;08:26:51
1092;09/07/2019;08:55:50;12:34:08;13:17:51;17:20:43;07:41:10
1093;09/07/2019;08:33:29;12:24:26;13:51:47;17:29:08;07:28:18
